Index,MICdate,Fatality_Min,Fatality_Max,Countries_Involved,Initiator_Country,Target_Country
article_2041.txt,2008-03-05,1,1,"Colombia, Ecuador",Colombia,Ecuador
article_2055.txt,2008-06-13,7,7,"Israel, Hamas (Palestine)",,
article_2059.txt,2008-07-09,1,1,"Egypt, Israel",Egypt,Israel
article_2066.txt,2008-12-25,3,3,"Israel, Palestinian militants (Hamas), Egypt",,
article_2086.txt,2008-06-11,2,2,"Djibouti, Eritrea",Eritrea,Djibouti
article_2087.txt,2008-06-12,6,6,"Eritrea, Djibouti",Eritrea,Djibouti
article_2088.txt,2008-06-12,9,9,"Eritrea, Djibouti",Eritrea,Djibouti
article_2089.txt,2008-06-13,6,6,"Eritrea, Djibouti",,
article_2090.txt,2008-06-13,6,6,"Eritrea, Djibouti",Eritrea,Djibouti
article_2091.txt,2008-06-14,9,9,"Eritrea, Djibouti",Eritrea,Djibouti
article_2092.txt,2008-06-15,0,0,"Eritrea, Djibouti",,
article_2093.txt,2008-06-15,20,20,"Eritrea, Djibouti",,
article_2100.txt,2008-10-15,27,27,"Eritrea, Ethiopia",Tigray People's Democratic Movement (TPDM),Ethiopian government
article_2113.txt,2008-03-11,2,2,"Ethiopia, Somalia",Ethiopia,Somalia
article_2115.txt,2008-01-16,1,1,"Ethiopia, Somalia",Ethiopia,Somalia
article_2116.txt,2008-01-17,9,9,"Ethiopia, Somalia",Ethiopia,Somalia
article_2119.txt,2008-01-29,17,17,"Ethiopia, Somalia",,
article_2120.txt,2008-01-29,17,19,"Somalia, Ethiopia",,
article_2121.txt,2008-01-30,0,0,"Somalia, Ethiopia",,
article_2123.txt,2008-02-12,1,1,"Ethiopia, Somalia",Ethiopia,Somalia
article_2125.txt,2008-02-15,2,2,"Ethiopia, Somalia",Somalia,Ethiopia
article_2127.txt,2008-03-03,5,5,"Somalia, Ethiopia",Islamist insurgents (Somalia),Ethiopia
article_2128.txt,2008-03-30,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2130.txt,2008-04-04,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2131.txt,2008-04-05,3,3,"Ethiopia, Somalia",Ethiopia,Somalia
article_2132.txt,2008-04-14,0,0,"Ethiopia, Somalia",,
article_2133.txt,2008-04-15,0,0,"Ethiopia, Somalia",,
article_2135.txt,2008-04-19,3,3,"Ethiopia, Somalia",Ethiopia,Islamic insurgents
article_2136.txt,2008-04-19,12,12,"Islamic insurgents, Ethiopian troops",,
article_2138.txt,2008-04-20,13,13,"Ethiopia, Somalia",Ethiopia,Somalia
article_2139.txt,2008-04-20,81,81,"Ethiopia, Somalia",Ethiopia,Somalia
article_2140.txt,2008-04-20,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2141.txt,2008-04-21,81,81,"Ethiopia, Somalia",Ethiopia,Somalia
article_2143.txt,2008-04-21,0,0,"Ethiopia, Somalia",Ethiopia,Al-Shabaab
article_2145.txt,2008-04-21,1,1,"Somalia, Ethiopia",,
article_2148.txt,2008-04-24,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2150.txt,2008-04-26,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2151.txt,2008-04-27,0,0,"Ethiopia, Somalia",,
article_2152.txt,2008-04-29,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2153.txt,2008-04-29,8,8,"Ethiopia, Somalia",Ethiopia,Somalia
article_2154.txt,2008-04-29,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2156.txt,2008-04-29,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2157.txt,2008-04-30,10,10,"Ethiopia, Somalia",,
article_2158.txt,2008-04-30,12,12,"Ethiopia, Somalia",Ethiopia,Somalia
article_2159.txt,2008-05-01,0,0,"Somalia, Ethiopia",Somalia,Ethiopia
article_2160.txt,2008-05-02,0,0,"Ethiopia, Somalia",,
article_2161.txt,2008-05-04,3,3,"Ethiopia, Somalia",,Somalia
article_2162.txt,2008-05-08,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2166.txt,2008-05-13,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2167.txt,2008-05-15,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2168.txt,2008-05-17,3,3,"Ethiopia, Somalia",Ethiopia,Somalia
article_2172.txt,2008-05-22,2,2,"Ethiopia, Somalia",,Somalia
article_2175.txt,2008-06-08,0,0,"Somalia, Ethiopia",,
article_2178.txt,2008-06-09,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2179.txt,2008-06-12,0,0,"Ethiopia, Somalia",Somalia Al-Shabab Islamists,Ethiopia
article_2182.txt,2008-06-29,0,0,"Ethiopia, Somalia",Ethiopia,Insurgents
article_2183.txt,2008-06-29,4,4,"Ethiopia, Somalia",Ethiopia,Somalia
article_2184.txt,2008-07-01,26,26,"Ethiopia, Somalia",Ethiopia,Somalia
article_2185.txt,2008-07-01,60,60,"Ethiopia, Somalia",Ethiopia,Somalia
article_2186.txt,2008-07-01,15,15,"Ethiopia, Somalia",Ethiopia,Somalia
article_2187.txt,2008-07-05,0,0,"Ethiopia, Somalia",,
article_2188.txt,2008-07-05,0,0,"Somalia, Ethiopia",Ethiopia,Somalia
article_2193.txt,2008-07-17,5,5,"Ethiopia, Somalia",Ethiopia,Somalia
article_2194.txt,2008-07-18,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2196.txt,2008-07-21,7,7,"Ethiopia, Somalia, Islamist insurgents",,
article_2198.txt,2008-07-24,4,4,"Ethiopia, Somalia",Ethiopia,Somalia
article_2199.txt,2008-07-25,0,0,"Ethiopia, Somalia",Ethiopia,Insurgents in Somalia
article_2200.txt,2008-07-25,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2201.txt,2008-07-26,12,28,"Ethiopia, Somalia",Somalia,Ethiopia
article_2202.txt,2008-08-07,0,0,"Ethiopia, Somalia",,
article_2203.txt,2008-08-09,2,2,"Ethiopia, Somalia",Ethiopia,Somalia
article_2204.txt,2008-08-10,0,0,"Ethiopia, Somalia",Somalia,Ethiopia
article_2205.txt,2008-08-11,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2206.txt,2008-08-11,0,0,"Ethiopia, Somalia",Somalia's Islamists (Union of Islamic Courts),Ethiopia
article_2208.txt,2008-08-15,46,46,"Ethiopia, Somalia",Ethiopia,Somalia
article_2209.txt,2008-08-16,13,13,"Ethiopia, Somalia",Somalia,Ethiopia
article_2213.txt,2008-08-30,0,0,"Ethiopia, Somalia",,
article_2217.txt,2008-09-06,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2222.txt,2008-09-14,0,0,"Ethiopia, Somalia",,
article_2223.txt,2008-09-19,0,0,"Somalia, Ethiopia",,
article_2224.txt,2008-09-20,1,1,"Ethiopia, Somalia",Ethiopia,Somalia
article_2226.txt,2008-10-10,0,0,"Ethiopia, Somalia",,
article_2227.txt,2008-10-15,0,0,"Ethiopia, Somalia",Ethiopia,Insurgents in Somalia
article_2228.txt,2008-10-17,3,3,"Ethiopia, Somalia",Somalia,Ethiopia
article_2230.txt,2008-10-26,6,6,"Ethiopia, Somalia",Ethiopia,Somalia
article_2233.txt,2008-11-19,0,0,"Somalia, Ethiopia",Somalia (Islamic Courts),Somalia (Interim Government) and Ethiopia
article_2235.txt,2008-11-20,0,0,"Ethiopia, Somalia",Somalia,Ethiopia
article_2237.txt,2008-11-22,9,9,"Ethiopia, Somalia",Somalia (Union of Islamic Courts),Ethiopia
article_2243.txt,2008-12-05,15,15,"Ethiopia, Somalia",Ethiopia,Somalia
article_2244.txt,2008-12-05,15,15,"Ethiopia, Somalia",Ethiopia,Somalia
article_2245.txt,2008-12-05,0,0,"Ethiopia, Somalia",,
article_2247.txt,2008-12-09,0,0,"Ethiopia, Al Shabab",,
article_2249.txt,2008-12-09,0,0,"Ethiopia, Insurgents",,
article_2251.txt,2008-12-11,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2253.txt,2008-12-13,11,11,"Ethiopia, Somalia",Ethiopia,Somalia
article_2263.txt,2008-12-30,0,0,"Ethiopia, Somalia",Ethiopia,Somalia
article_2265.txt,2008-05-11,0,0,"Sudan, Ethiopia",Sudan,Ethiopia
article_2266.txt,2008-07-08,1,1,"Sudan, Ethiopia",Ethiopia,Sudan
article_2278.txt,2008-08-18,10,10,"France, Taliban",,France
article_2288.txt,2008-08-11,15,15,"France, Taleban",Taleban,France
article_2293.txt,2008-08-19,10,10,"France, United States, Taliban",,
article_2294.txt,2008-08-19,10,10,"France, United States, Taliban",,
article_2295.txt,2008-08-19,10,10,"France, United States, Taliban",,
article_2296.txt,2008-08-19,10,10,"France, Afghanistan",,Insurgents
article_2297.txt,2008-08-19,10,10,"France, Afghanistan",,
article_230.txt,2008-03-07,0,0,"Coalition forces, Taleban",Taleban,Coalition forces
article_2303.txt,2008-08-21,10,10,"France, Taliban",,France
article_2305.txt,2008-08-22,10,10,"France, Taliban",,France
article_2315.txt,2008-09-19,29,29,"France, Taleban",Taleban,France
article_2317.txt,2008-09-18,10,10,"France, Taliban",,France
article_2321.txt,2008-09-27,6,6,"France, Taleban",,France
article_2322.txt,2008-09-27,6,6,"France, Taleban",,France
article_2323.txt,2008-09-28,0,0,"France, Afghanistan",,
article_2327.txt,2008-10-29,6,6,"France, Taleban",Taleban,France
article_2328.txt,2008-11-05,1,1,"France, Afghanistan",Taleban,France
article_2329.txt,2008-11-10,2,2,"France, Afghanistan",France,Afghanistan
article_233.txt,2008-03-14,6,6,"Pakistan, Afghanistan",Afghanistan,Pakistan
article_2332.txt,2008-11-18,6,6,"France, Taleban",Taleban,France
article_2334.txt,2008-12-28,8,8,"France, Taleban",Taleban,France
article_2350.txt,2008-01-29,0,0,"Chad, Sudan",Chad,Sudan
article_2354.txt,2008-02-02,0,0,"Chad, France",,
article_2355.txt,2008-02-04,0,0,"France, Chad",,
article_2357.txt,2008-02-04,0,0,"Chad, France",,
article_2360.txt,2008-02-05,0,0,"France, Chad",,
article_2362.txt,2008-02-05,0,0,"France, Chad",,Chad
article_2366.txt,2008-02-07,160,160,"Chad, Sudan",,
article_2367.txt,2008-02-07,0,0,"Chad, Rebel group",Chad,Rebel group
article_2374.txt,2008-02-15,160,160,"Chad, Sudan",,
article_2382.txt,2008-03-18,10,10,"Comoros Islands, Anjouan",Comoros Islands,Anjouan
article_2395.txt,2008-09-17,3,3,"Democratic Republic of the Congo, CNDP (Congolese National Defence Congress)",,
article_2405.txt,2008-08-14,0,0,"Georgia, Russia",Georgia,Russia
article_2419.txt,2008-04-19,7,7,"Niger, France",Niger rebels (FARS Saharan Revolutionary Armed Front),French Army
article_2420.txt,2008-06-29,0,0,"Niger, MNJ (Mouvement pour le Salut du Peuple)",Niger,MNJ
article_2421.txt,2008-11-17,0,0,"Niger, France",Movement of Niger Citizens for Justice (MNJ),Niger
article_2422.txt,2008-09-18,10,10,"France, Taliban",,France
article_2439.txt,2008-03-05,1,1,"Sudan, France",Sudan,France
article_2440.txt,2008-03-05,1,1,"Sudan, France",Sudan,France
article_2442.txt,2008-03-07,1,1,"France, Sudan",France,Sudan
article_2474.txt,2008-02-19,0,0,"Germany, Afghanistan",,Germany
article_249.txt,2008-04-15,0,0,"Pakistan, Afghanistan",,
article_2495.txt,2008-08-23,8,8,"Germany, Taleban",Taleban,Germany
article_2496.txt,2008-08-23,8,8,"Germany, Taleban",Taleban,Germany
article_250.txt,2008-04-15,3,3,"ISAF, Afghanistan, Pakistan",Taleban,US security firm
article_2512.txt,2008-10-20,7,7,"Afghanistan, Germany, NATO",Taleban,Germany
article_256.txt,2008-04-23,9,9,"Afghanistan, Pakistan",,
article_2567.txt,2008-08-12,0,0,"Georgia, Russia",Georgia,Russia
article_2570.txt,2008-08-10,0,0,"Georgia, Russia",,
article_2571.txt,2008-08-10,5,5,"Russia, Georgia",Russia,Georgia
article_2579.txt,2008-08-16,0,0,"Georgia, Russia",,
article_2580.txt,2008-08-17,5,5,"Georgia, Russia",Russia,Georgia
article_2581.txt,2008-08-25,0,0,"Georgia, South Ossetia",South Ossetia,Georgia
article_2587.txt,2008-10-08,50,50,"Russia, Georgia",Russia,Georgia
article_2595.txt,2008-08-11,500,500,"Georgia, Russia",Russia,Georgia
article_261.txt,2008-04-24,14,14,"Pakistan, Afghanistan",Afghanistan,Pakistan
article_262.txt,2008-04-24,1,1,"Pakistan, NATO, Afghanistan",,
article_2624.txt,2008-01-05,2,2,"Georgia, Abkhazia, Russia",Abkhazia,Georgia
article_2626.txt,2008-01-23,0,0,"Georgia, Abkhazia",Abkhazia,Georgia
article_263.txt,2008-04-25,0,0,"Afghanistan, Pakistan",Afghanistan,Pakistan
article_2635.txt,2008-03-14,0,0,"Georgia, Russia, Ossetia",Ossetia,Georgia
article_2636.txt,2008-03-16,0,0,"Georgia, Russia",Russia,Georgia
article_2637.txt,2008-03-18,0,0,"Georgia, Abkhazia",Abkhazia,Georgia
article_2639.txt,2008-03-31,0,0,"Georgia, Russia, South Ossetia",Georgia,South Ossetia
article_2641.txt,2008-08-08,5,5,"Russia, Georgia",Georgia,Russia
article_2649.txt,2008-04-20,0,0,"Georgia, Abkhazia",Abkhazia,Georgia
article_2650.txt,2008-04-20,0,0,"Georgia, Russia",Russia,Georgia
article_2653.txt,2008-04-21,0,0,"Georgia, Russia",Russia,Georgia
article_2654.txt,2008-04-21,0,0,"Georgia, Russia",null,null
article_2656.txt,2008-04-21,0,0,"Georgia, Abkhazia, Russia",null,null
article_2657.txt,2008-04-21,0,0,"Georgia, Russia",Russia,Georgia
article_2660.txt,2008-04-21,0,0,"Georgia, Russia",Russia,Georgia
article_2661.txt,2008-04-21,0,0,"Georgia, Russia",Russia,Georgia
article_2662.txt,2008-04-21,0,0,"Georgia, Russia",Russia,Georgia
article_2664.txt,2008-04-21,0,0,"Georgia, Russia",null,null
article_2665.txt,2008-04-22,0,0,"Georgia, Russia",null,null
article_2669.txt,2008-04-20,0,0,"Georgia, Russia",null,null
article_2682.txt,2008-05-03,0,0,"Russia, Georgia, Abkhazia",Georgia,Abkhazia
article_2683.txt,2008-05-03,0,0,"Georgia, Russia, Abkhazia",Georgia,Abkhazia
article_2684.txt,2008-05-04,0,0,"Georgia, Russia, Abkhazia",Georgia,Abkhazia
article_2687.txt,2008-05-04,0,0,"Georgia, Abkhaz separatist forces",Abkhaz separatist forces,Georgia
article_2688.txt,2008-05-04,0,0,"Georgia, Abkhaz separatist forces",Abkhaz separatist forces,Georgia
article_2689.txt,2008-05-03,0,0,"Georgia, Abkhazia",Georgia,Abkhazia
article_2692.txt,2008-05-04,0,0,"Georgia, Russia, Abkhazia, South Ossetia",Russia,Georgia
article_2694.txt,2008-05-04,0,0,"Georgia, Abkhazia",Georgia,Abkhazia
article_270.txt,2008-05-09,2,2,"Afghanistan, Pakistan",null,null
